m,TagName,
"2012-10-01 00:00:00","perl","686"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13626"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6277"
"2012-11-01 00:00:00","c#","12239"
"2012-11-01 00:00:00","c","3198"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12356"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11819"
"2012-11-01 00:00:00","python","6397"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12437"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10959"
"2012-12-01 00:00:00","c","2569"
"2012-12-01 00:00:00","python","5763"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5684"
"2012-12-01 00:00:00","javascript","11745"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11098"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13729"
"2013-01-01 00:00:00","c#","12766"
"2013-01-01 00:00:00","c","2907"
"2013-01-01 00:00:00","c++","6043"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6580"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13796"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12898"
"2013-01-01 00:00:00","ruby","2308"
"2013-02-01 00:00:00","php","12581"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12490"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6069"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6730"
"2013-02-01 00:00:00","c","3095"
"2013-02-01 00:00:00","javascript","13630"
"2013-02-01 00:00:00","perl","749"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13711"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15929"
"2013-03-01 00:00:00","c#","14240"
"2013-03-01 00:00:00","c","3443"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7187"
"2013-03-01 00:00:00","php","14173"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15309"
"2013-03-01 00:00:00","python","7638"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13897"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7940"
"2013-04-01 00:00:00","c++","7138"
"2013-04-01 00:00:00","java","16249"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3534"
"2013-04-01 00:00:00","perl","840"
"2013-04-01 00:00:00","javascript","15344"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1839"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13460"
"2013-05-01 00:00:00","javascript","15068"
"2013-05-01 00:00:00","java","15310"
"2013-05-01 00:00:00","c#","13490"
"2013-05-01 00:00:00","c","3198"
"2013-05-01 00:00:00","php","13167"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6847"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7816"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1783"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13969"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12814"
"2013-06-01 00:00:00","c","2947"
"2013-06-01 00:00:00","c++","6201"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7608"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14641"
"2013-06-01 00:00:00","php","12789"
"2013-06-01 00:00:00","ruby","2226"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6585"
"2013-07-01 00:00:00","assembly","298"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14207"
"2013-07-01 00:00:00","php","14408"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3028"
"2013-07-01 00:00:00","python","8633"
"2013-07-01 00:00:00","javascript","16863"
"2013-07-01 00:00:00","perl","957"
"2013-07-01 00:00:00","java","15238"
"2013-07-01 00:00:00","ruby","2447"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16888"
"2013-08-01 00:00:00","assembly","214"
"2013-08-01 00:00:00","c","3014"
"2013-08-01 00:00:00","c#","13877"
"2013-08-01 00:00:00","java","15100"
"2013-08-01 00:00:00","php","14418"
"2013-08-01 00:00:00","c++","6262"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7953"
"2013-08-01 00:00:00","r","1924"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2487"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16319"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","291"
"2013-09-01 00:00:00","php","14340"
"2013-09-01 00:00:00","c++","6571"
"2013-09-01 00:00:00","c#","13787"
"2013-09-01 00:00:00","c","3403"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17764"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","perl","688"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7980"
"2013-09-01 00:00:00","r","1716"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7989"
"2013-10-01 00:00:00","java","18778"
"2013-10-01 00:00:00","c#","15229"
"2013-10-01 00:00:00","delphi","523"
"2013-10-01 00:00:00","javascript","19802"
"2013-10-01 00:00:00","c","4244"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","816"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2097"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15425"
"2013-10-01 00:00:00","python","9517"
"2013-11-01 00:00:00","java","18823"
"2013-11-01 00:00:00","c#","14627"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18567"
"2013-11-01 00:00:00","assembly","420"
"2013-11-01 00:00:00","c++","8159"
"2013-11-01 00:00:00","c","4301"
"2013-11-01 00:00:00","php","15007"
"2013-11-01 00:00:00","python","9516"
"2013-11-01 00:00:00","ruby","2577"
"2013-11-01 00:00:00","perl","823"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7029"
"2013-12-01 00:00:00","c","3506"
"2013-12-01 00:00:00","java","17516"
"2013-12-01 00:00:00","c#","13649"
"2013-12-01 00:00:00","python","8482"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18093"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","ruby","2451"
"2013-12-01 00:00:00","php","14538"
"2014-01-01 00:00:00","php","16919"
"2014-01-01 00:00:00","c#","15364"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7708"
"2014-01-01 00:00:00","python","9856"
"2014-01-01 00:00:00","c","3741"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21184"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18739"
"2014-01-01 00:00:00","ruby","2771"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21220"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3978"
"2014-02-01 00:00:00","c#","15146"
"2014-02-01 00:00:00","java","19343"
"2014-02-01 00:00:00","php","16667"
"2014-02-01 00:00:00","c++","7701"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","797"
"2014-02-01 00:00:00","python","9927"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2613"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","453"
"2014-03-01 00:00:00","c#","16213"
"2014-03-01 00:00:00","python","11442"
"2014-03-01 00:00:00","c++","8683"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22032"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4570"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22711"
"2014-03-01 00:00:00","php","18452"
"2014-03-01 00:00:00","ruby","2951"
"2014-03-01 00:00:00","r","2815"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4020"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15366"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20967"
"2014-04-01 00:00:00","assembly","367"
"2014-04-01 00:00:00","javascript","21511"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17832"
"2014-04-01 00:00:00","c++","8147"
"2014-04-01 00:00:00","python","10794"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2750"
"2014-05-01 00:00:00","java","18027"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3273"
"2014-05-01 00:00:00","python","9280"
"2014-05-01 00:00:00","c++","6805"
"2014-05-01 00:00:00","c#","13942"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19876"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14882"
"2014-06-01 00:00:00","java","15968"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18359"
"2014-06-01 00:00:00","python","8934"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12542"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5685"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13129"
"2014-06-01 00:00:00","r","2401"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2411"
"2014-07-01 00:00:00","javascript","20190"
"2014-07-01 00:00:00","c++","6287"
"2014-07-01 00:00:00","c#","13715"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17428"
"2014-07-01 00:00:00","c","2843"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14376"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9943"
"2014-07-01 00:00:00","r","2642"
"2014-07-01 00:00:00","ruby","2564"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15778"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12523"
"2014-08-01 00:00:00","c","2681"
"2014-08-01 00:00:00","c++","5890"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9132"
"2014-08-01 00:00:00","javascript","18514"
"2014-08-01 00:00:00","r","2478"
"2014-08-01 00:00:00","php","13278"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2475"
"2014-09-01 00:00:00","c#","12343"
"2014-09-01 00:00:00","assembly","286"
"2014-09-01 00:00:00","c++","6213"
"2014-09-01 00:00:00","python","8792"
"2014-09-01 00:00:00","java","16749"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3238"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18174"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2281"
"2014-09-01 00:00:00","php","13445"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12581"
"2014-10-01 00:00:00","javascript","18950"
"2014-10-01 00:00:00","java","17936"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6849"
"2014-10-01 00:00:00","php","13690"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3808"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9592"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2781"
"2014-11-01 00:00:00","java","17896"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11898"
"2014-11-01 00:00:00","c++","6576"
"2014-11-01 00:00:00","python","9590"
"2014-11-01 00:00:00","c","3680"
"2014-11-01 00:00:00","ruby","2118"
"2014-11-01 00:00:00","javascript","18029"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","swift","2565"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13117"
"2014-11-01 00:00:00","r","2711"
"2014-12-01 00:00:00","c++","6092"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11104"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12428"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9057"
"2014-12-01 00:00:00","c","3158"
"2014-12-01 00:00:00","javascript","17038"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","java","16430"
"2014-12-01 00:00:00","swift","2495"
"2014-12-01 00:00:00","r","2361"
"2015-01-01 00:00:00","javascript","18574"
"2015-01-01 00:00:00","c","3215"
"2015-01-01 00:00:00","c#","11780"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16572"
"2015-01-01 00:00:00","c++","6142"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13704"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9700"
"2015-01-01 00:00:00","r","2694"
"2015-01-01 00:00:00","ruby","2433"
"2015-01-01 00:00:00","swift","3060"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16798"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13600"
"2015-02-01 00:00:00","c","3373"
"2015-02-01 00:00:00","c++","6488"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11815"
"2015-02-01 00:00:00","python","10224"
"2015-02-01 00:00:00","javascript","18725"
"2015-02-01 00:00:00","r","2977"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3244"
"2015-03-01 00:00:00","assembly","389"
"2015-03-01 00:00:00","javascript","20589"
"2015-03-01 00:00:00","c","3921"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","642"
"2015-03-01 00:00:00","c#","13292"
"2015-03-01 00:00:00","java","19821"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15011"
"2015-03-01 00:00:00","python","11635"
"2015-03-01 00:00:00","r","3568"
"2015-03-01 00:00:00","c++","7404"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3604"
"2015-04-01 00:00:00","php","15057"
"2015-04-01 00:00:00","java","19867"
"2015-04-01 00:00:00","c++","7157"
"2015-04-01 00:00:00","c","3956"
"2015-04-01 00:00:00","javascript","20960"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13112"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11471"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2507"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4028"
"2015-04-01 00:00:00","r","3330"
"2015-05-01 00:00:00","java","18585"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6830"
"2015-05-01 00:00:00","javascript","22212"
"2015-05-01 00:00:00","assembly","371"
"2015-05-01 00:00:00","c#","13382"
"2015-05-01 00:00:00","python","11244"
"2015-05-01 00:00:00","c","3531"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","php","14654"
"2015-05-01 00:00:00","ruby","2509"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","536"
"2015-05-01 00:00:00","swift","3812"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22669"
"2015-06-01 00:00:00","perl","581"
"2015-06-01 00:00:00","java","17889"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13553"
"2015-06-01 00:00:00","r","3436"
"2015-06-01 00:00:00","c","3173"
"2015-06-01 00:00:00","python","11830"
"2015-06-01 00:00:00","php","14452"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6529"
"2015-06-01 00:00:00","ruby","2580"
"2015-06-01 00:00:00","swift","4337"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18739"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14149"
"2015-07-01 00:00:00","c++","6718"
"2015-07-01 00:00:00","ruby","2586"
"2015-07-01 00:00:00","c","2819"
"2015-07-01 00:00:00","php","15465"
"2015-07-01 00:00:00","javascript","24034"
"2015-07-01 00:00:00","perl","581"
"2015-07-01 00:00:00","swift","5158"
"2015-07-01 00:00:00","python","12345"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13249"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11244"
"2015-08-01 00:00:00","c++","5885"
"2015-08-01 00:00:00","java","17122"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2583"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22195"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2320"
"2015-08-01 00:00:00","perl","555"
"2015-08-01 00:00:00","swift","5095"
"2015-08-01 00:00:00","php","14309"
"2015-09-01 00:00:00","c","3088"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","466"
"2015-09-01 00:00:00","javascript","21438"
"2015-09-01 00:00:00","java","16980"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12930"
"2015-09-01 00:00:00","r","3332"
"2015-09-01 00:00:00","python","10988"
"2015-09-01 00:00:00","php","13568"
"2015-09-01 00:00:00","c++","5921"
"2015-09-01 00:00:00","ruby","2165"
"2015-09-01 00:00:00","swift","4563"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18581"
"2015-10-01 00:00:00","c","3682"
"2015-10-01 00:00:00","c#","12810"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7057"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12514"
"2015-10-01 00:00:00","perl","501"
"2015-10-01 00:00:00","javascript","21856"
"2015-10-01 00:00:00","r","3686"
"2015-10-01 00:00:00","ruby","2195"
"2015-10-01 00:00:00","php","13975"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17814"
"2015-11-01 00:00:00","javascript","21311"
"2015-11-01 00:00:00","python","12318"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3620"
"2015-11-01 00:00:00","c++","7101"
"2015-11-01 00:00:00","c#","12403"
"2015-11-01 00:00:00","perl","465"
"2015-11-01 00:00:00","php","13385"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4329"
"2015-12-01 00:00:00","java","16584"
"2015-12-01 00:00:00","c#","12166"
"2015-12-01 00:00:00","c++","6570"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21124"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3092"
"2015-12-01 00:00:00","php","13823"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3182"
"2015-12-01 00:00:00","python","11669"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4386"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16662"
"2016-01-01 00:00:00","c#","12376"
"2016-01-01 00:00:00","c","3052"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6105"
"2016-01-01 00:00:00","php","14628"
"2016-01-01 00:00:00","perl","448"
"2016-01-01 00:00:00","ruby","2147"
"2016-01-01 00:00:00","javascript","22547"
"2016-01-01 00:00:00","python","12374"
"2016-01-01 00:00:00","swift","4798"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12750"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13273"
"2016-02-01 00:00:00","c++","6569"
"2016-02-01 00:00:00","java","17877"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3279"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22504"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14970"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3601"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19947"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13632"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3458"
"2016-03-01 00:00:00","r","4049"
"2016-03-01 00:00:00","python","14094"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24129"
"2016-03-01 00:00:00","php","15186"
"2016-03-01 00:00:00","c++","7038"
"2016-03-01 00:00:00","ruby","2263"
"2016-03-01 00:00:00","swift","5086"
"2016-04-01 00:00:00","assembly","411"
"2016-04-01 00:00:00","c#","13733"
"2016-04-01 00:00:00","python","13694"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19511"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6907"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","494"
"2016-04-01 00:00:00","javascript","23483"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14516"
"2016-04-01 00:00:00","r","4130"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23031"
"2016-05-01 00:00:00","c#","13520"
"2016-05-01 00:00:00","c","2724"
"2016-05-01 00:00:00","python","13137"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17063"
"2016-05-01 00:00:00","ruby","2129"
"2016-05-01 00:00:00","c++","6141"
"2016-05-01 00:00:00","php","14497"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","487"
"2016-05-01 00:00:00","swift","4439"
"2016-06-01 00:00:00","java","15937"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13687"
"2016-06-01 00:00:00","c","2304"
"2016-06-01 00:00:00","c#","13080"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5727"
"2016-06-01 00:00:00","javascript","22174"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12930"
"2016-06-01 00:00:00","swift","4809"
"2016-07-01 00:00:00","c++","5480"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12020"
"2016-07-01 00:00:00","java","14965"
"2016-07-01 00:00:00","javascript","22226"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1903"
"2016-07-01 00:00:00","php","12963"
"2016-07-01 00:00:00","swift","4949"
"2016-07-01 00:00:00","perl","425"
"2016-07-01 00:00:00","python","12851"
"2016-07-01 00:00:00","r","3746"
"2016-08-01 00:00:00","python","12929"
"2016-08-01 00:00:00","java","15197"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22695"
"2016-08-01 00:00:00","c","2219"
"2016-08-01 00:00:00","c#","12734"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5023"
"2016-08-01 00:00:00","php","12921"
"2016-08-01 00:00:00","swift","4914"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14700"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c#","11116"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2515"
"2016-09-01 00:00:00","php","12186"
"2016-09-01 00:00:00","python","12367"
"2016-09-01 00:00:00","perl","467"
"2016-09-01 00:00:00","javascript","20471"
"2016-09-01 00:00:00","r","3302"
"2016-09-01 00:00:00","c++","5151"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4879"
"2016-10-01 00:00:00","php","12301"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11466"
"2016-10-01 00:00:00","c++","5984"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3215"
"2016-10-01 00:00:00","python","13518"
"2016-10-01 00:00:00","javascript","20466"
"2016-10-01 00:00:00","java","15359"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4736"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3271"
"2016-11-01 00:00:00","c#","11663"
"2016-11-01 00:00:00","javascript","20537"
"2016-11-01 00:00:00","python","14203"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","273"
